student_id,full_name,gpa,is_enrolled,birth_date
1000065,Myoirfmtz Fmfwext,1.67,FALSE,2002-05-08
1000066,Asmiapnpufwg Vwbbt,3.00,FALSE,1990-12-03
1000067,Zkmydluoryo Sxnprwenq,0.28,FALSE,2001-06-06
1000068,Iarxw Dihujqbnvhza,1.51,TRUE,2001-05-06
1000069,Oqwpt Zszlbrslafas,0.65,TRUE,2000-02-04
1000070,Bmtzmnggt Gbsfplezwx,3.91,FALSE,2003-12-24
1000071,Dejtohkb Ptarcvow,0.23,TRUE,1999-10-22
1000072,Jmdwpx Oebagulsvzk,1.63,TRUE,2001-03-18
1000073,Jbnkduycwb Pmrjwuz,0.86,FALSE,1995-11-27
1000074,Ukirxi Ecfuh,1.57,TRUE,1994-05-31
1000075,Szata Rmcvygklnuzj,1.36,TRUE,1990-12-27
1000076,Xoobq Lxqoyn,0.60,TRUE,1993-07-26
1000077,Eqpjxjw Sturwfhynnmw,0.71,TRUE,1993-04-29
1000078,Jcfidzo Hkgnu,3.34,FALSE,2001-01-11
1000079,Ghwanp Zqydzudnk,0.71,FALSE,2004-11-25
1000080,Szzwqr Lsaaw,2.50,TRUE,2000-10-25
1000081,Suxgarqfe Zqqzsd,2.44,FALSE,1996-07-06
1000082,Vjglwvwzwevq Igghvc,2.30,TRUE,1991-05-22
1000083,Rrcatdoxmp Gkxmzw,3.38,FALSE,2005-06-26
1000084,Gjzzzvach Trnufn,2.60,TRUE,2002-02-02
1000085,Eakjtusw Nltepoz,3.02,FALSE,2005-03-30
1000086,Nnkvvsmqkqo Uiqoivbkdwe,1.33,FALSE,2000-02-05
1000087,Vjauemsj Tufsdbgfi,0.35,TRUE,1996-01-19
1000088,Fgvhjurnqzg Flmtst,0.54,FALSE,1993-11-13
1000089,Zqpkxqvbp Uozjgxhfvbu,2.66,FALSE,1993-08-16
1000090,Ioafpzrefvkr Cjera,0.41,TRUE,2001-12-05
1000091,Ydqbbhkvsvqa Ptdxxlijcfsv,3.73,FALSE,2005-06-26
1000092,Krtzokztmrr Kdcastjwdkbg,3.75,TRUE,1991-12-21
1000093,Zhpnh Zydvoup,1.78,FALSE,1995-05-26
1000094,Gwfccgof Rskbdmur,3.03,FALSE,1994-01-31
1000095,Znnrht Yngiyxhqvsir,3.83,FALSE,2005-12-07
1000096,Aistwiwk Xsojc,3.31,TRUE,2004-01-18
1000097,Iftsjxytca Nyfeokonw,0.32,FALSE,2000-05-30
1000098,Bwezhsaonuc Gxgadfm,2.00,FALSE,1999-11-22
1000099,Xvfrvhtijgzl Lptiniphusxz,1.30,TRUE,2004-03-16
1000100,Dmkqmpimgqs Iroaxypkl,2.29,FALSE,1996-05-26
1000101,Phkgzixuyh Nczzs,1.20,FALSE,2004-06-27
1000102,Nlugiq Fcnnj,0.15,FALSE,1990-03-02
1000103,Hamrjhwffzsa Sefphoodn,0.80,FALSE,1997-07-13
1000104,Byrsidod Nhabiv,0.52,TRUE,1999-09-26
1000105,Vprjdmazwzz Ujsgorh,3.52,FALSE,2004-02-13
1000106,Xkqokqdjymc Lkidfd,2.65,FALSE,2002-11-06
1000107,Txhgcqfklxga Jmumpmey,2.85,FALSE,1995-06-20
1000108,Pmasw Tvfbnjnkwqni,2.08,TRUE,2004-12-04
1000109,Lvhzvsdff Npqutsuhodi,1.46,TRUE,2003-10-02
1000110,Axdaejrk Qthsnv,2.44,TRUE,1990-06-19
1000111,Xdsyrqxbdx Tenlq,2.88,FALSE,1999-08-01
1000112,Ouajr Kxdmgtpr,3.15,FALSE,2004-11-02
1000113,Hpkbqjug Ocgxzsh,2.95,FALSE,1996-08-11
1000114,Djyejkce Ldvmqfjunjty,1.34,FALSE,1997-04-22
1000115,Ceepyjajfm Vvoyqcfinhb,3.37,FALSE,1993-05-11
1000116,Tizlouitvb Qlelnqbrik,2.52,TRUE,2004-09-26
1000117,Gxobuz Ikgflmti,0.74,FALSE,1991-08-19
1000118,Xhozdkvswdkv Sxkqo,2.79,FALSE,2003-06-18
1000119,Fpygotm Ylcdcisqqvt,1.96,TRUE,1994-06-17
1000120,Mxdekvfk Trojy,0.70,FALSE,1990-05-02
1000121,Vuwthvn Kgxuhtaolg,0.73,FALSE,1994-11-06
1000122,Zezjo Trwvb,3.68,TRUE,2005-05-12
1000123,Ymgtdbkng Xsjra,0.97,FALSE,2002-06-26
1000124,Ovtlzyonyw Fyjqszmszvrz,2.05,TRUE,1992-04-03
1000125,Tzlzkxg Qibivsjivg,2.76,TRUE,1992-09-30
1000126,Tokuhu Rdragowbg,0.55,FALSE,2005-10-17
1000127,Xnhvny Uqtehdh,2.37,TRUE,2004-11-13
1000128,Imsjjgo Npqgbgetlghx,0.32,TRUE,1994-09-01
1000129,Vymuem Qvxahjzuk,1.93,FALSE,2002-11-24
1000130,Qwavld Frproloblon,1.40,TRUE,1994-11-24
1000131,Fifushwi Teaofbc,0.72,FALSE,2003-09-27
1000132,Oqgfnh Ifpfbdysonj,0.87,TRUE,1997-12-11
1000133,Zfiurcptutd Rwayoiofdici,0.75,FALSE,2000-06-01
1000134,Djiyoqilji Mfuqkljjhz,2.79,FALSE,1994-04-06
1000135,Onpjwoaqnwh Tgjzrmq,3.74,TRUE,2005-05-29
1000136,Gupusfmfw Kfjbxgjcvs,0.92,TRUE,2004-07-22
1000137,Nbgqqegpk Hdguk,2.29,FALSE,1993-02-22
1000138,Mpjvgjl Zmsnn,3.54,TRUE,1996-03-13
1000139,Normvgn Krrvf,2.54,FALSE,1990-03-27
1000140,Yfotll Pjlefaboqq,2.13,FALSE,2004-06-13
1000141,Gebhzmwdg Dhxwnekvi,3.08,TRUE,1992-12-06
1000142,Ysczuxakqvk Kdket,2.80,TRUE,1999-10-13
1000143,Oqyhwglw Ywfthk,3.56,TRUE,2004-01-05
1000144,Zqpbv Qguhcyisvg,3.72,TRUE,2005-06-06
1000145,Kikjqzvi Oucuxwzigvk,2.43,FALSE,1991-03-19
1000146,Utftuhwjoe Nrgkdegyvf,1.43,TRUE,1993-12-04
1000147,Argcmdbpezx Gmekbubj,1.81,TRUE,1990-05-08
1000148,Dvcrurbql Ablnu,0.17,TRUE,2003-05-26
1000149,Mmqprfcpfo Vvjlpqex,1.68,TRUE,1990-07-18
1000150,Mmimbunzoyb Qmgkznwzwxpz,0.26,TRUE,2004-04-20
1000151,Uncec Qwvqxmcossev,1.29,FALSE,1995-05-27
1000152,Iudrvbe Vayjcaqpwvzt,2.39,FALSE,1994-04-12
1000153,Plsbboayo Ocheu,2.54,FALSE,1993-12-10
1000154,Usfjdwphe Aptzy,2.09,FALSE,1990-05-03
1000155,Gfsdbc Ipssr,1.13,TRUE,2001-04-10
1000156,Iiabekkycdz Dhxkpajsvb,0.19,TRUE,1998-05-24
1000157,Qqdjl Cyjqoi,3.88,TRUE,1996-08-04
1000158,Nlhxbf Phkpizvg,2.14,FALSE,1991-12-09
1000159,Vxylvf Mdbmtfit,3.18,FALSE,1990-09-17
1000160,Mghnxmo Cuafza,2.11,TRUE,1992-08-18
1000161,Ujkqgwess Qapvcx,1.08,FALSE,2001-03-05
1000162,Nuwhdmkdf Wgdyhkgyts,0.89,FALSE,2001-05-06
1000163,Rwumyapl Ftjsvcucaedk,2.44,TRUE,2005-12-24
1000164,Skemmaq Nmilk,2.74,FALSE,2001-06-28
1000165,Oyipibtd Khtszjaa,1.69,FALSE,1991-05-01
1000166,Sgwpleayefvv Bhcrlura,2.69,FALSE,2005-11-23
1000167,Ioaiaxlzc Ribilkoqcvmg,3.95,TRUE,2004-04-11
1000168,Edhklmr Jgqvhsehoeuk,2.38,FALSE,1997-07-21
1000169,Samzlz Blnfuwetd,0.46,TRUE,2002-07-13
1000170,Jwriil Tgcmwkf,1.63,TRUE,1996-07-09
1000171,Ymoqookumw Zwakaobeqbyb,1.65,TRUE,2001-10-21
1000172,Fjhogyp Looqv,3.81,FALSE,1996-02-29
1000173,Zhtzwbguq Bzrbjrw,0.13,FALSE,1996-08-17
1000174,Nmdystbba Ordxg,0.18,TRUE,1993-07-02
1000175,Ervbcgdrx Uxksvhgfvmh,1.86,FALSE,2001-05-04
1000176,Eypjtwqxyo Qcnftbfrjgr,0.97,FALSE,1991-01-07
1000177,Jbooif Hqktucbtal,3.93,TRUE,1990-02-16
1000178,Uzzsrxevt Otptc,3.59,TRUE,2000-02-27
1000179,Qzlzkqnxz Eykegvdk,2.93,FALSE,2001-10-08
1000180,Bbdfwvdpw Rfhkhk,1.67,TRUE,1993-08-20
1000181,Qsmrfthbuojt Gxuosfcuasd,3.21,FALSE,1996-05-29
1000182,Wfyabnk Uvunqo,1.64,FALSE,2002-06-15
1000183,Qoedtdyvfg Fgbewnoxxdvw,0.84,FALSE,1995-09-15
1000184,Qyrgxoo Bdosno,2.10,FALSE,2004-01-26
1000185,Kzqaleco Tuylinkwcje,3.52,TRUE,1995-05-20
1000186,Mywgvc Gevvblp,1.33,TRUE,1991-07-26
1000187,Ekbnthfbc Taxsbtswidy,2.23,TRUE,2002-01-25
1000188,Anzoetqbkfv Idghqurios,0.88,TRUE,2000-04-28
1000189,Dqpeewf Jedzvdmr,2.11,TRUE,1991-07-20
1000190,Yslbvzebamps Gdftlf,1.62,TRUE,1995-01-09
1000191,Gmuevryo Sqcxk,1.86,TRUE,1997-01-14
1000192,Hqbxey Hjrgbolhqejm,0.32,TRUE,2005-05-26
1000193,Wfyeq Amkhtywyvhd,1.49,TRUE,2003-11-12
1000194,Dlntif Npbmqlqahi,3.15,TRUE,2005-09-25
1000195,Thfrplvujsl Kpdqwsjuqn,0.71,FALSE,1993-01-31
1000196,Lnpkirmav Petsuafgklvu,3.47,FALSE,1999-08-08
1000197,Qjdxfxq Jknrmnfv,2.48,FALSE,2004-04-03
1000198,Kvxadhut Ymddbngz,0.61,FALSE,2005-04-02
1000199,Jvddshnszxu Tlxsftkwa,3.05,FALSE,1991-07-24
1000200,Wapbll Dpeajvbxqxaq,1.75,TRUE,1997-02-24
1000201,Xfyfhjcug Olcsyokrgiyz,2.00,TRUE,1998-05-29
1000202,Gjsmnsf Rxckemoytnw,3.91,TRUE,2004-07-11
1000203,Kaffhoudh Dtuqbhm,2.26,FALSE,2004-06-28
1000204,Exfxo Feetnux,2.53,FALSE,1998-07-26
1000205,Lumfgqevl Ldjgorl,1.72,FALSE,2003-06-09
1000206,Pxcap Wihtis,1.18,TRUE,2005-05-29
1000207,Tnafgxmcjptl Mqfhbkvyjuwx,0.43,TRUE,2002-06-15
1000208,Crawcgl Lpdowm,3.03,TRUE,1994-01-18
1000209,Ynnmuox Nlouvabpn,3.81,TRUE,1997-10-08
1000210,Sdkjdf Wntsmso,0.39,TRUE,1998-06-12
1000211,Iojtsntruy Xhweebcrzpz,3.20,TRUE,1991-03-01
1000212,Greti Xzteyygadr,2.73,TRUE,1990-10-29
1000213,Opdtqzboio Izlnlmc,1.55,FALSE,1994-12-01
1000214,Ihhotxwxjfa Frpzpj,1.34,TRUE,1995-12-30
1000215,Wwsyxbwa Gnrab,1.68,TRUE,2002-11-22
1000216,Luyehqbaaxj Uzdax,3.56,TRUE,1992-12-10
1000217,Evsybpkh Hxavhndu,1.51,TRUE,1999-12-31
1000218,Mvbdagiu Uibxd,0.61,TRUE,2002-07-12
1000219,Mjbmdxklw Kltnljly,2.01,TRUE,2004-08-13
1000220,Ytrhrweeueyt Ktmnddgkql,0.99,TRUE,1990-03-30
1000221,Xqziwj Wbpfhubblpuu,2.11,TRUE,1995-03-19
1000222,Eleeazwzjaj Ehvqxsb,3.83,TRUE,2004-04-25
1000223,Gmnukxrd Qsvdddaapjqm,2.71,TRUE,1997-02-20
1000224,Hmmchbeipk Koivq,2.04,FALSE,1995-06-13
1000225,Ciaoti Kizhzbxnnd,3.00,FALSE,1997-04-16
1000226,Gksxp Vxexscywym,3.67,TRUE,1996-04-03
1000227,Brpgtjb Nallk,3.33,TRUE,1991-02-19
1000228,Roouhwjwkk Inzwmugsfum,3.00,TRUE,2003-10-03
1000229,Tivggx Mbpyc,0.13,FALSE,1996-04-24
1000230,Bsqvitcdt Qdjdlhbscq,0.23,FALSE,2001-07-19
1000231,Ektzqiydljw Rwcncjgbc,1.35,TRUE,1999-02-22
1000232,Xinvtwykki Xlmbphxcr,1.24,TRUE,1993-05-06
1000233,Vdeannjdvrk Nejymkvvqyc,2.64,FALSE,2002-07-24
1000234,Gzdeustosssj Ehfhalomhfz,0.38,TRUE,2004-05-24
1000235,Shthnmbii Voeary,2.79,FALSE,1995-09-07
1000236,Fzdni Agjtqk,2.24,FALSE,1996-09-13
1000237,Wiosbappfvnx Perlr,1.93,TRUE,2000-12-27
1000238,Hbsaiwia Jiisaew,2.06,FALSE,1999-01-05
1000239,Uzewivbqx Zafkuwa,3.62,FALSE,1999-12-25
1000240,Loxpdhy Ssanr,3.85,FALSE,2002-02-06
1000241,Veplpnn Ljuqqekuea,0.72,TRUE,1995-10-04
1000242,Hbgzhiwyjeq Lmjrnpyvdar,1.98,TRUE,1993-08-27
1000243,Ophnw Uebjrbatrtc,2.32,FALSE,2005-02-22
1000244,Wctvj Thuqq,2.97,FALSE,1999-07-04
1000245,Zjtjy Mwiltzcwhqbv,1.69,FALSE,1993-05-04
1000246,Cokmty Xyrbpq,3.17,TRUE,1997-11-08
1000247,Caiauwiywp Dtyqxjrzwqhy,0.16,FALSE,2003-06-16
1000248,Eqyyinxray Ntjnd,0.30,FALSE,2004-08-06
1000249,Gqzbgnkycjss Autnodwodfop,1.12,FALSE,2005-10-18
1000250,Gkjjvkizatew Rxkrfhx,1.51,FALSE,2000-08-02
1000251,Gctvgsnafknl Atnvez,3.05,FALSE,1992-08-02
1000252,Tetuck Vwbwiuszpl,2.75,FALSE,1995-01-19
1000253,Uxvlijhmzv Dgbqzljggx,1.28,TRUE,1995-02-26
1000254,Uqrwx Twdhtsfwawg,3.60,TRUE,1994-03-28
1000255,Letkx Uukfwijzg,3.10,TRUE,1993-09-11
1000256,Cemxgeq Plamhdmxsgw,3.04,FALSE,2001-04-24
1000257,Ejfyxnw Jfqwlzgdlm,1.65,TRUE,1996-12-10
1000258,Ewrhupvxes Kswfbksqyf,2.31,TRUE,1998-10-11
1000259,Ahgvknvo Fsphve,3.57,TRUE,1997-11-19
1000260,Fzoeupojveoh Fkweoj,0.04,TRUE,1998-05-18
1000261,Lxoajavpfykm Ljzammy,1.54,TRUE,1997-08-18
1000262,Qbbri Jmcyep,0.22,TRUE,2003-01-29
1000263,Infwzyihosn Chapphip,2.54,FALSE,1990-10-19
1000264,Nfmeayer Oeljhqkk,2.01,TRUE,2004-07-20
1000265,Lhsqkspvr Kbgwyurrct,3.24,FALSE,1991-11-29
1000266,Ssrgfrfzcqgn Zbbikprfq,2.52,TRUE,2000-04-22
1000267,Bibzrdi Xxigjou,0.67,FALSE,1994-03-25
1000268,Oesxzdkztb Cjiahyvmo,1.53,TRUE,1996-09-02
1000269,Zfxwbplwheo Efqbmeojumai,2.44,FALSE,1996-03-14
1000270,Habjgtglgpr Hzuxjmeeu,1.35,FALSE,1991-11-15
1000271,Ohhnz Vimgfejdj,2.67,FALSE,1994-06-07
1000272,Tuizmg Lsznxzhrjgm,3.62,FALSE,1996-10-28
1000273,Lumrsihlzkcy Aestbi,3.27,TRUE,1995-06-16
1000274,Xpqkrjwdyvy Mldoon,3.99,TRUE,1991-05-28
1000275,Cmpftltwlsdt Pwgoiikehmf,3.04,FALSE,1996-01-23
1000276,Ghinuefggzec Hntcmeru,2.62,FALSE,1993-04-30
1000277,Zqxzxvjw Ybsusxnqzhkh,2.70,FALSE,1990-01-13
1000278,Ekuhtbwkwl Ixcsuq,0.97,TRUE,1999-06-19
1000279,Iyxzvwc Hsvbyynvts,1.25,TRUE,1993-12-03
1000280,Rzbssztf Dokdmjltd,3.27,TRUE,1994-10-07
1000281,Dhrqtq Jbabmwaxfu,2.44,FALSE,2001-05-28
1000282,Gralqsjekqr Zmozv,3.03,FALSE,2002-01-17
1000283,Rnhlsy Qyrqx,2.38,FALSE,2005-01-16
1000284,Roufuype Gsnpjj,2.71,TRUE,2002-02-18
1000285,Yhuzkgqhofvb Auysgrjuv,0.13,FALSE,2004-03-03
1000286,Eeggjn Xvjgbnrsj,3.13,FALSE,2000-09-19
1000287,Nxfqg Njvac,0.60,TRUE,2002-07-11
1000288,Qzeeihggom Ydksvho,3.12,TRUE,1996-08-08
1000289,Gpcemivzyzx Dokwhgdbfq,3.40,FALSE,1990-03-06
1000290,Hgcetdunbpi Ldjddm,0.69,FALSE,2002-09-04
1000291,Ailahxlqrh Recjdu,3.23,TRUE,2000-04-08
1000292,Amsixgq Kprmbskqc,3.87,TRUE,1999-09-06
1000293,Qnorhtcvxsqc Yccxt,0.39,FALSE,1993-08-02
1000294,Csnmadijpiq Yeejbeghbtmt,1.45,FALSE,2003-03-15
1000295,Mulzvdltpauu Wjokywyo,0.16,FALSE,2000-10-19
1000296,Rsqurw Zuoxpdvqanf,2.52,FALSE,1990-05-31
1000297,Vmgkvm Dxjsiar,3.79,FALSE,1991-07-06
1000298,Cmxvynu Ppqkzomiorwk,3.23,TRUE,1993-02-28
1000299,Kgachjkcm Mqdfo,1.49,TRUE,2005-04-04
1000300,Zqpdxk Ncjlmp,2.08,TRUE,1992-08-14
1000301,Zxmfgppi Yhzofpvxpgaa,1.02,TRUE,1995-07-10
1000302,Fiawcgeg Jyvbkvrdrowk,1.81,FALSE,2002-01-31
1000303,Ktokskoagna Ebswa,0.41,FALSE,1998-05-23
1000304,Oqxajpgto Cpenruhn,2.05,TRUE,1992-06-29
1000305,Gxlvewmefr Tfgdotsibzer,3.64,TRUE,1999-07-07
1000306,Xboyl Uhzldp,2.37,FALSE,2000-05-17
1000307,Djjxpumsd Uagwwv,3.55,TRUE,2001-10-04
1000308,Oaklybcdhx Fcikktjm,1.51,TRUE,2002-04-22
1000309,Jyrxwxdec Grmuvsliyoi,3.07,FALSE,2004-07-08
1000310,Aipvrqt Hebytepj,0.12,FALSE,1998-04-03
1000311,Qukxhwqjld Ipyrvgpj,1.86,FALSE,1992-03-02
1000312,Zlhkvrof Slvhuyfhjbpk,1.67,FALSE,2001-08-16
1000313,Zvtolgag Liqyqgaomr,3.64,TRUE,2004-03-04
1000314,Zcaghpsgmz Btdzhnsm,2.46,FALSE,1994-12-24
1000315,Lgvpkafhrxdm Myzxalqsufr,0.21,TRUE,1992-03-24
1000316,Hebvractnom Riodan,3.26,TRUE,1998-08-02
1000317,Qeihzpmtsr Ylaywgcjtab,3.95,FALSE,1999-07-03
1000318,Qhvrkdjntey Mngskwu,1.09,TRUE,2002-07-02
1000319,Yoaorztjarkr Hjyfc,3.93,TRUE,1995-03-14
1000320,Vwqtswmpzx Bdjbdhopqwy,1.40,TRUE,1994-07-23
1000321,Mptgcnl Eyhcxmts,0.12,TRUE,1996-05-20
1000322,Cptxvvw Upxydwpv,1.68,TRUE,1990-12-14
1000323,Sjlwsvl Yaqqbrht,3.06,TRUE,2003-12-05
1000324,Yzbuubp Ljebyaqy,1.87,TRUE,2001-05-15
1000325,Giaucphyk Gamgirxomcqk,3.32,TRUE,2000-03-07
1000326,Auxmunjknpwx Leezobaadpuz,0.15,FALSE,1998-08-05
1000327,Lexjz Ywretsy,0.08,FALSE,2001-07-28
1000328,Gxniy Qurogcnc,2.59,TRUE,2002-11-22
1000329,Ytfkbosztt Cufvsr,2.60,FALSE,1994-04-28
1000330,Amzgacc Ynpbzirwkcop,2.77,FALSE,2002-03-24
1000331,Awsnpzpyui Jynvwvnztkmx,0.36,TRUE,2000-06-16
1000332,Dwjsizx Oitdgpyjyf,1.72,TRUE,1998-09-22
1000333,Ahghvafwkbjg Imtmblvbqav,1.40,TRUE,1995-09-28
1000334,Wrwfib Gknemcutc,1.66,TRUE,2004-08-22
1000335,Ittjuefavxan Nixxpxxwnwc,0.40,FALSE,1991-06-30
1000336,Izdynsplmrbb Hsolmtovrgmr,1.47,TRUE,2005-02-04
1000337,Oataoembal Jhdzzljo,0.34,FALSE,1990-03-12
1000338,Jxcbbxurbtt Twimdqa,1.18,TRUE,1994-05-15
1000339,Xaeuj Optaxncplgg,1.25,FALSE,2003-08-23
1000340,Wcfimpuvjag Qpnoevaqyu,0.68,FALSE,1991-10-30
1000341,Jpssnxh Uavppvlxqil,1.31,TRUE,2005-03-09
1000342,Kvqftneiccty Vdmmsegwrqgm,1.54,FALSE,2005-11-07
1000343,Cptbga Jdlcjhtpox,3.37,TRUE,1996-10-27
1000344,Nwcvbxryhm Ehwdrmiummc,0.76,TRUE,1990-12-27
1000345,Lulrracl Pvgqx,3.66,TRUE,1998-05-29
1000346,Runygrusvmox Omoyqviytncx,1.44,TRUE,2005-03-01
1000347,Qjtshnv Exfbf,3.74,FALSE,1999-05-23
1000348,Ixxhfnhixwcl Gjlvkoouaget,0.36,FALSE,2002-05-23
1000349,Ipnmknvj Lsytgdptgnnm,0.10,FALSE,1990-04-01
1000350,Ifoygch Xafhrfehdt,3.98,TRUE,2003-07-20
1000351,Vkfhrxod Owvaee,1.24,FALSE,2003-10-08
1000352,Zszybcnuaz Lwffjhhdiqm,2.83,FALSE,2002-03-12
1000353,Jnqbnpscvckc Bbdjgx,3.55,TRUE,2001-12-22
1000354,Bwdfuemypm Tvzsbbow,2.14,FALSE,1995-02-06
1000355,Xkzdwebdpxy Quaqlrkzgc,0.92,TRUE,1990-04-03
1000356,Dyvxnvqgbgds Beraefhixklx,0.83,FALSE,2005-08-15
1000357,Bpkyysgqao Yhslvk,1.23,TRUE,2005-12-02
1000358,Qbeggqrr Onepdhsar,2.64,FALSE,1999-03-11
1000359,Kpkkbbveh Coxbyzqtbuc,2.74,TRUE,1997-02-09
1000360,Buquisntjdty Qldqhzwrx,3.22,TRUE,1997-03-09
1000361,Zquodtk Ptyxfzjrii,2.85,TRUE,1997-01-29
1000362,Twjfawee Upanrv,1.66,TRUE,1995-06-17
1000363,Heduzanl Osktbqsolpcu,2.75,FALSE,1995-04-07
1000364,Tyrog Hsywibwgp,1.05,FALSE,1999-08-02
1000365,Fwjulby Wyncstf,1.94,TRUE,2002-12-18
1000366,Hwlsqpiml Espzjdyuxmo,3.99,FALSE,1990-05-01
1000367,Cmkmaifyto Azsvsly,0.31,TRUE,1993-03-28
1000368,Cpuxdwrpzk Vdotdmpxepsr,1.39,FALSE,1998-05-12
1000369,Tpveg Tumvdws,0.74,FALSE,2003-04-25
1000370,Ikaiy Pogcphgn,1.55,TRUE,1997-10-11
1000371,Rxtlldn Nkwoset,1.14,TRUE,2001-05-04
1000372,Oxvqvhhprii Dvtjiyhjnq,3.84,TRUE,1992-10-18
1000373,Jaeamhvkj Vunnfcyou,0.32,FALSE,1999-03-27
1000374,Gwmosbihemv Ofbfjyl,2.07,TRUE,2000-12-03
1000375,Alrcwrevsrs Ewmmrsr,2.05,FALSE,1994-08-14
1000376,Ztwdkfq Htzvhtdwfen,3.69,TRUE,1997-10-15
